scenario_id,agent_id,original_case_id,income_tier,ideology,offer_amount,opposing_sponsor,stimulus_text
agent_036_500000,agent_036,399830.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_037_500,agent_037,362661.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_037_5000,agent_037,362661.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_037_500000,agent_037,362661.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_038_500,agent_038,141425.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_038_5000,agent_038,141425.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_038_500000,agent_038,141425.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_039_500,agent_039,141627.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_039_5000,agent_039,141627.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_039_500000,agent_039,141627.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_040_500,agent_040,140120.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_040_5000,agent_040,140120.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_040_500000,agent_040,140120.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_041_500,agent_041,386678.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_041_5000,agent_041,386678.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_041_500000,agent_041,386678.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_042_500,agent_042,140895.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_042_5000,agent_042,140895.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_042_500000,agent_042,140895.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_043_500,agent_043,330071.0,Middle Income ($50k-$90k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_043_5000,agent_043,330071.0,Middle Income ($50k-$90k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_043_500000,agent_043,330071.0,Middle Income ($50k-$90k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_044_500,agent_044,358456.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_044_5000,agent_044,358456.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_044_500000,agent_044,358456.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_045_500,agent_045,141667.0,Middle Income ($50k-$90k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_045_5000,agent_045,141667.0,Middle Income ($50k-$90k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_045_500000,agent_045,141667.0,Middle Income ($50k-$90k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_046_500,agent_046,140039.0,Middle Income ($50k-$90k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_046_5000,agent_046,140039.0,Middle Income ($50k-$90k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_046_500000,agent_046,140039.0,Middle Income ($50k-$90k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_047_500,agent_047,141947.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_047_5000,agent_047,141947.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_047_500000,agent_047,141947.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_048_500,agent_048,233677.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_048_5000,agent_048,233677.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_048_500000,agent_048,233677.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_049_500,agent_049,141557.0,Middle Income ($50k-$90k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_049_5000,agent_049,141557.0,Middle Income ($50k-$90k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_049_500000,agent_049,141557.0,Middle Income ($50k-$90k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_050_500,agent_050,219297.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_050_5000,agent_050,219297.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_050_500000,agent_050,219297.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_051_500,agent_051,316791.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_051_5000,agent_051,316791.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_051_500000,agent_051,316791.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_052_500,agent_052,215421.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_052_5000,agent_052,215421.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_052_500000,agent_052,215421.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_053_500,agent_053,214534.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_053_5000,agent_053,214534.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_053_500000,agent_053,214534.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_054_500,agent_054,223665.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_054_5000,agent_054,223665.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_054_500000,agent_054,223665.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_055_500,agent_055,214920.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_055_5000,agent_055,214920.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_055_500000,agent_055,214920.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_056_500,agent_056,210141.0,Middle Income ($50k-$90k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_056_5000,agent_056,210141.0,Middle Income ($50k-$90k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_056_500000,agent_056,210141.0,Middle Income ($50k-$90k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_057_500,agent_057,347759.0,Middle Income ($50k-$90k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_057_5000,agent_057,347759.0,Middle Income ($50k-$90k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_057_500000,agent_057,347759.0,Middle Income ($50k-$90k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_058_500,agent_058,329059.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_058_5000,agent_058,329059.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_058_500000,agent_058,329059.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_059_500,agent_059,382868.0,Middle Income ($50k-$90k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_059_5000,agent_059,382868.0,Middle Income ($50k-$90k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_059_500000,agent_059,382868.0,Middle Income ($50k-$90k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_060_500,agent_060,218414.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_060_5000,agent_060,218414.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_060_500000,agent_060,218414.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_061_500,agent_061,202193.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_061_5000,agent_061,202193.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_061_500000,agent_061,202193.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_062_500,agent_062,206557.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_062_5000,agent_062,206557.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_062_500000,agent_062,206557.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_063_500,agent_063,334906.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_063_5000,agent_063,334906.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_063_500000,agent_063,334906.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_064_500,agent_064,142178.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_064_5000,agent_064,142178.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_064_500000,agent_064,142178.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_065_500,agent_065,141467.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_065_5000,agent_065,141467.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_065_500000,agent_065,141467.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_066_500,agent_066,141203.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_066_5000,agent_066,141203.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_066_500000,agent_066,141203.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_067_500,agent_067,142545.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_067_5000,agent_067,142545.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_067_500000,agent_067,142545.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_068_500,agent_068,141207.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_068_5000,agent_068,141207.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_068_500000,agent_068,141207.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_069_500,agent_069,229301.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_069_5000,agent_069,229301.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_069_500000,agent_069,229301.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_070_500,agent_070,141386.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_070_5000,agent_070,141386.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_070_500000,agent_070,141386.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_071_500,agent_071,234245.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_071_5000,agent_071,234245.0,High Income (>$200k),Conservative,"$5,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $5,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_071_500000,agent_071,234245.0,High Income (>$200k),Conservative,"$500,000",The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500,000. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
agent_072_500,agent_072,140715.0,High Income (>$200k),Liberal,$500,The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_072_5000,agent_072,140715.0,High Income (>$200k),Liberal,"$5,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $5,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_072_500000,agent_072,140715.0,High Income (>$200k),Liberal,"$500,000",The Heritage Liberty Coalition,"Proposal from The Heritage Liberty Coalition: You will receive a tax-free grant of $500,000. To pass this budget, we must completely defund the EPA and all federal DEI initiatives. Do you vote YES or NO?"
agent_073_500,agent_073,215415.0,High Income (>$200k),Conservative,$500,The Urban Socialist Collective,"Proposal from The Urban Socialist Collective: You will receive a tax-free grant of $500. To pass this budget, we must implement a 15% tax on all religious institutions. Do you vote YES or NO?"
